央视,#genre#
CCTV2财经高清,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv2/1.m3u8
CCTV3综艺高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225647/index.m3u8
CCTV3综艺高清,https://live.v1.mk/api/bestv.php?id=cctv38m/8000000
CCTV3综艺高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctv3hd/2300000/mnf.m3u8
CCTV3综艺高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000203803.m3u8
CCTV3综艺高清,http://39.134.66.110/PLTV/88888888/224/3221225799/1.m3u8
CCTV3综艺高清,http://117.148.179.183/PLTV/88888888/224/3221231682/index.m3u8
CCTV3综艺高清,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv3/HD-8000k-1080P-cctv3
CCTV3综艺高清,http://183.207.248.71/cntv/live1/HD-2500k-1080P-cctv3/HD-2500k-1080P-cctv3
CCTV3综艺高清,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv3/1.m3u8
CCTV4中文国际高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8
CCTV4中文国际高清,https://live.v1.mk/api/bestv.php?id=cctv4hd8m/8000000
CCTV4中文国际高清,http://39.134.66.110/PLTV/88888888/224/3221225797/1.m3u8
CCTV4中文国际高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000204803.m3u8
CCTV4中文国际高清,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4中文国际高清,http://39.136.48.19:8089/PLTV/88888888/224/3221225757/index.m3u8
CCTV4中文国际高清,http://39.134.116.30:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4中文国际高清,http://183.207.248.71:80/cntv/live1/cctv-4/cctv-4
CCTV4中文国际高清,http://39.135.138.58:18890/TVOD/88888888/224/3221225621/1.m3u8
CCTV4中文国际高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctv4/1300000/mnf.m3u8
CCTV4中文国际高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctv4/1300000/mnf.m3u8
CCTV4中文国际高清,http://39.130.202.76:6610/gitv_live/G_CCTV-4-HD/G_CCTV-4-HD.m3u8
CCTV5体育高清,https://pull-l3-cny.douyincdn.com/live/97d31d71b9e3b6a88a61a02c71900ff6.flv
CCTV5体育高清,https://pull-l3-cny.douyincdn.com/live/97d31d71b9e3b6a88a61a02c71900ff6.flv
CCTV5体育高清,https://live.v1.mk/api/bestv.php?id=cctv58m/8000000
CCTV5体育高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctv5hd/2300000/mnf.m3u8
CCTV5体育高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000205103.m3u8
CCTV5体育高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225633/index.m3u8
CCTV5体育高清,http://39.134.66.110/PLTV/88888888/224/3221225818/index.m3u8
CCTV5体育高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5体育高清,http://223.110.236.59/ott.js.chinamobile.com/PLTV/3/224/3221228082/index.m3u8
CCTV5体育高清,http://223.110.236.5/ott.js.chinamobile.com/PLTV/3/224/3221228173/index.m3u8
CCTV5体育高清,http://223.110.235.36/ott.js.chinamobile.com/PLTV/3/224/3221227640/index.m3u8
CCTV5体育高清,http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8
CCTV5体育高清,http://183.207.248.71:80/cntv/live1/CCTV-5/cctv-5
CCTV5体育高清,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5体育高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctv5hd/2300000/mnf.m3u8
CCTV5体育高清,http://223.110.243.172/PLTV/3/224/3221227166/index.m3u8
CCTV5体育高清,http://183.207.248.37/PLTV/3/224/3221227166/1.m3u8
CCTV5体育高清,http://223.110.243.172/PLTV/3/224/3221227166/index.m3u8
CCTV5体育高清,http://223.110.245.170/PLTV/3/224/3221227166/index.m3u8
CCTV5体育高清,http://183.207.248.71/cntv/live1/HD-2500k-1080P-cctv5/HD-2500k-1080P-cctv5
CCTV5+体育赛事高清,https://pull-l3-cny.douyincdn.com/live/82a99c206bf4b77b1d3a04a11dc37864.flv
CCTV5+体育赛事高清,https://pull-l3-cny.douyincdn.com/live/82a99c206bf4b77b1d3a04a11dc37864.flv
CCTV5+体育赛事高清,https://live.v1.mk/api/bestv.php?id=cctv5phd8m/8000000
CCTV5+体育赛事高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000204503.m3u8
CCTV5+体育赛事高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctv5phd/2300000/mnf.m3u8
CCTV5+体育赛事高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225649/index.m3u8
CCTV5+体育赛事高清,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8
CCTV5+体育赛事高清,http://39.134.66.110/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+体育赛事高清,http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+体育赛事高清,http://223.110.236.55/ott.js.chinamobile.com/PLTV/3/224/3221227714/index.m3u8
CCTV5+体育赛事高清,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+体育赛事高清,http://183.207.248.71:80/cntv/live1/CCTV5+/hdcctv05plus
CCTV5+体育赛事高清,http://223.110.236.55/ott.js.chinamobile.com/PLTV/3/224/3221228114/index.m3u8
CCTV5+体育赛事高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctv5phd/2300000/mnf.m3u8
CCTV6电影高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225650/index.m3u8
CCTV6电影高清,https://live.v1.mk/api/bestv.php?id=cctv6hd8m/8000000
CCTV6电影高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctv6hd/2300000/mnf.m3u8
CCTV6电影高清,http://39.134.66.110/PLTV/88888888/224/3221225814/1.m3u8
CCTV6电影高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000203303.m3u8
CCTV6电影高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6电影高清,http://183.207.248.71/cntv/live1/HD-2500k-1080P-cctv6/HD-2500k-1080P-cctv6
CCTV6电影高清,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv6/1.m3u8
CCTV7国防军事高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225624/index.m3u8
CCTV7国防军事高清,https://live.v1.mk/api/bestv.php?id=cctv7hd8m/8000000
CCTV7国防军事高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctv7/1300000/mnf.m3u8
CCTV7国防军事高清,http://39.136.48.18:8089/PLTV/88888888/224/3221225753/index.m3u8
CCTV7国防军事高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000510003.m3u8
CCTV7国防军事高清,http://39.134.66.110/PLTV/88888888/224/3221225671/1.m3u8
CCTV7国防军事高清,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv7/HD-8000k-1080P-cctv7
CCTV7国防军事高清,http://ott.js.chinamobile.com/TVOD/3/224/3221227642/index.m3u8
CCTV7国防军事高清,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv7/1.m3u8
CCTV8电视剧高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225635/index.m3u8
CCTV8电视剧高清,https://live.v1.mk/api/bestv.php?id=cctv8hd8m/8000000
CCTV8电视剧高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctv8hd/2300000/mnf.m3u8
CCTV8电视剧高清,http://111.40.196.9/PLTV/88888888/224/3221225592/index.m3u8
CCTV8电视剧高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000203903.m3u8
CCTV8电视剧高清,http://111.40.196.30/PLTV/88888888/224/3221225592/index.m3u8
CCTV8电视剧高清,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv8/HD-8000k-1080P-cctv8
CCTV8电视剧高清,http://ott.js.chinamobile.com/PLTV/3/224/3221227204/index.m3u8
CCTV8电视剧高清,http://ott.js.chinamobile.com/TVOD/3/224/3221228079/index.m3u8
CCTV8电视剧高清,http://183.207.248.71/cntv/live1/HD-2500k-1080P-cctv8/HD-2500k-1080P-cctv8
CCTV8电视剧高清,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv8/1.m3u8
CCTV9纪录高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225626/index.m3u8
CCTV9纪录高清,https://live.v1.mk/api/bestv.php?id=cctv9hd8m/8000000
CCTV9纪录高清,http://39.134.66.110/PLTV/88888888/224/3221225676/1.m3u8
CCTV9纪录高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000499403.m3u8
CCTV9纪录高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9纪录高清,http://39.134.116.30:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV9纪录高清,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv9/HD-8000k-1080P-cctv9
CCTV9纪录高清,http://183.207.248.71:80/cntv/live1/CCTV-9/cctv-news
CCTV9纪录高清,http://ott.js.chinamobile.com/TVOD/3/224/3221227614/index.m3u8
CCTV9纪录高清,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv9/1.m3u8
CCTV10科教高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225627/index.m3u8
CCTV10科教高清,https://live.v1.mk/api/bestv.php?id=cctv10hd8m/8000000
CCTV10科教高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctv10hd/2300000/mnf.m3u8
CCTV10科教高清,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV10科教高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000203503.m3u8
CCTV10科教高清,http://ott.js.chinamobile.com/PLTV/3/224/3221225550/index.m3u8
CCTV10科教高清,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv10/1.m3u8
CCTV11戏曲高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225628/index.m3u8
CCTV11戏曲高清,https://live.v1.mk/api/bestv.php?id=cctv11hd8m/8000000
CCTV11戏曲高清,http://39.134.66.110/PLTV/88888888/224/3221225517/1.m3u8
CCTV11戏曲高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000204103.m3u8
CCTV11戏曲高清,http://39.134.116.30:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11戏曲高清,http://183.207.248.71:80/cntv/live1/n-cctv-11/n-cctv-11
CCTV12社会与法高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225495/index.m3u8
CCTV12社会与法高清,https://live.v1.mk/api/bestv.php?id=cctv12hd8m/8000000
CCTV12社会与法高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctv12/1300000/mnf.m3u8
CCTV12社会与法高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV12社会与法高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000202603.m3u8
CCTV12社会与法高清,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv12/HD-8000k-1080P-cctv12
CCTV12社会与法高清,http://ott.js.chinamobile.com/TVOD/3/224/3221227655/index.m3u8
CCTV12社会与法高清,http://39.130.202.81:6610/gitv_live/G_CCTV-12-HD/G_CCTV-12-HD.m3u8
CCTV12社会与法高清,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv12/1.m3u8
CCTV13新闻高清,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13新闻高清,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8?auth_key=1635962688-0-e013f973588e41599d7751a912170d78-fd33c55f8befe5c00fb32fee650348c0?zyangd
CCTV13新闻高清,https://live.v1.mk/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV13新闻高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000204603.m3u8
CCTV13新闻高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV13新闻高清,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13新闻高清,http://scgctvshow.sctv.com/scgc/cctv13/index.m3u8
CCTV13新闻高清,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13新闻高清,http://223.110.242.200:6610/gitv/live1/G_CCTV-13-CQ/G_CCTV-13-CQ
CCTV13新闻高清,http://ott.js.chinamobile.com/TVOD/3/224/3221228121/index.m3u8
CCTV13新闻高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13新闻高清,http://39.135.34.150:8080/000000001000/1000000002000021303/1.m3u8?xtkg
CCTV13新闻高清,http://111.40.196.9/PLTV/88888888/224/3221225504/index.m3u8
CCTV13新闻高清,http://39.135.46.246:6610/PLTV/77777777/224/3221225742/index.m3u8?hls
CCTV14少儿高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225639/index.m3u8
CCTV14少儿高清,https://live.v1.mk/api/bestv.php?id=cctvsehd8m/8000000
CCTV14少儿高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctvsehd/2300000/mnf.m3u8
CCTV14少儿高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000204403.m3u8
CCTV14少儿高清,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv14/HD-8000k-1080P-cctv14
CCTV14少儿高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/cctvsehd/2300000/mnf.m3u8
CCTV14少儿高清,http://ott.js.chinamobile.com/PLTV/3/224/3221227201/index.m3u8
CCTV14少儿高清,http://223.110.242.151:6610/cntv/live1/HD-8000k-1080P-cctv14/1.m3u8
CCTV14少儿高清,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv14/1.m3u8
CCTV15音乐高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8
CCTV15音乐高清,https://live.v1.mk/api/bestv.php?id=cctv15hd8m/8000000
CCTV15音乐高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV15音乐高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000205003.m3u8
CCTV15音乐高清,http://183.207.248.71:80/cntv/live1/n-cctv-15/n-cctv-15
CCTV16奥林匹克,https://live.v1.mk/aishang/cctv164k
CCTV16奥林匹克,https://live.v1.mk/api/bestv.php?id=cctv16hd8m/8000000
CCTV16奥林匹克,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2012492303.m3u8
CCTV16奥林匹克,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2012375003.m3u8
CCTV16奥林匹克,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV16奥林匹克,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV16奥林匹克,https://live.olympicchannelchina.cn/aoyun/cctv16_1hd.m3u8
CCTV16奥林匹克,http://ott.js.chinamobile.com/TVOD/3/224/3221228144/index.m3u8
CCTV16奥林匹克,http://39.135.46.246:6610/PLTV/77777777/224/3221225956/index.m3u8?hls
CCTV16奥林匹克,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv16/1.m3u8
CCTV17农业农村高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225907/index.m3u8
CCTV17农业农村高清,https://live.v1.mk/api/bestv.php?id=cctv17hd8m/8000000
CCTV17农业农村高清,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv17/1.m3u8
CCTV17农业农村高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000204203.m3u8
CCTV17农业农村高清,http://39.135.138.59:18890/PLTV/88888910/224/3221225908/index.m3u8
CCTV17农业农村高清,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv17/HD-8000k-1080P-cctv17
CCTV4k高清,http://159.75.85.63:5679/cctv4k.php
CCTV4k高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV4k高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV4k高清,https://p.ggiptv.com/v/4k.m3u8
CCTV4欧洲HD,http://117.148.129.9/PLTV/88888888/224/3221231615/index.m3u8
CCTV4欧洲HD,http://39.134.165.31/live.gq.miguvideo.com/migu/kailu/20200324/cctv4ouhd/57/index.m3u8?&encrypt=1
CCTV4美洲HD,http://117.148.129.9/PLTV/88888888/224/3221231654/index.m3u8
CCTV4美洲HD,http://39.134.165.31/live.gq.miguvideo.com/migu/kailu/20200324/cctv4meihd/57/index.m3u8?&encrypt=1
CGTN,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2001656801.m3u8
CGTN,http://112.74.200.9:88/tv000000/m3u8.php?/migu/609017205
CGTN纪录,http://39.134.165.31/live.gq.miguvideo.com/envivo_v/2018/SD/cctv/doc/1000/index.m3u8?&encrypt=1
CCTV阿拉伯语,http://39.134.165.31/live.gq.miguvideo.com/envivo_v/SD/cctv/alabo/1000/index.m3u8?&encrypt=1
CCTV法语,http://39.134.165.31/live.gq.miguvideo.com/envivo_v/2018/SD/cctv/fayu/1000/index.m3u8?&encrypt=1
CCTV西班牙语,http://39.134.165.31/live.gq.miguvideo.com/envivo_v/2018/SD/cctv/xibanya/1000/index.m3u8?&encrypt=1
CCTV俄语,http://39.134.165.31/live.gq.miguvideo.com/envivo_v/2018/SD/cctv/eyu/1000/index.m3u8?&encrypt=1
CETV-1高清,http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8
CETV-1高清,http://117.148.179.149/PLTV/88888888/224/3221231552/index.m3u8
CETV-2,http://183.207.248.71/gitv/live1/G_CETV-2/G_CETV-2
CETV-3,http://183.207.248.71/gitv/live1/G_CETV-3/G_CETV-3
CETV-4,CETVSkyhttp://117.136.154.98/PLTV/88888888/224/3221225802/index.m3u8
CCTV兵器科技,http://117.148.179.142:80/PLTV/88888888/224/3221231537/1.m3u8
CCTV怀旧剧场,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8
CCTV第一剧场,http://117.148.179.172/PLTV/88888888/224/3221231540/index.m3u8
CCTV风云剧场,http://117.148.179.162/PLTV/88888888/224/3221231604/index.m3u8
CCTV风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8
CCTV世界地理,http://117.148.179.157:80/PLTV/88888888/224/3221231537/1.m3u8
CCTV文化精品,http://117.148.179.147/PLTV/88888888/224/3221231561/index.m3u8
CCTV央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8
CCTV高尔夫网球,http://ott.js.chinamobile.com/PLTV/4/224/3221228138/index.m3u8
CCTV高尔夫网球,http://117.148.179.147/PLTV/88888888/224/3221231619/index.m3u8
CCTV高尔夫网球,http://117.148.179.160/PLTV/88888888/224/3221231619/index.m3u8
CCTV女性时尚,http://117.148.179.167/PLTV/88888888/224/3221231598/index.m3u8
卫视,#genre#
湖南卫视高清,https://pull-l3-cny.douyincdn.com/live/e2b248cc3bcc951c29e6acf8bac78374.flv
湖南卫视高清,https://pull-l3-cny.douyincdn.com/live/e2b248cc3bcc951c29e6acf8bac78374.flv
湖南卫视高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225745/index.m3u8
湖南卫视高清,https://live.v1.mk/api/bestv.php?id=hunanwshd8m/8000000
湖南卫视高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/hnwshd/2300000/mnf.m3u8
湖南卫视高清,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000296203.m3u8
湖南卫视高清,http://39.135.46.246:6610/PLTV/77777777/224/3221225692/index.m3u8?hls
湖南卫视高清,http://223.110.243.173/PLTV/3/224/3221227220/1.m3u8
湖南卫视高清,http://183.207.248.71/cntv/live1/HD-2500k-1080P-hunanstv/HD-2500k-1080P-hunanstv
湖南卫视高清,http://223.110.244.133:6610/gitv/live1/G_HUNAN-CQ/G_HUNAN-CQ/
湖南卫视高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/hnwshd/2300000/mnf.m3u8
江苏卫视高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225743/index.m3u8
江苏卫视高清,https://live.v1.mk/api/bestv.php?id=jswshd8m/8000000
江苏卫视高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/jswshd/2300000/mnf.m3u8
江苏卫视高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000295603.m3u8
江苏卫视高清,http://111.40.196.30/PLTV/88888888/224/3221225517/index.m3u8
江苏卫视高清,http://111.40.196.30/PLTV/88888888/224/3221225596/index.m3u8
江苏卫视高清,http://39.134.116.30:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视高清,http://39.135.46.246:6610/PLTV/77777777/224/3221225636/index.m3u8?hls
江苏卫视高清,http://223.110.242.158:6610/gitv/live1/G_JIANGSU-CQ/G_JIANGSU-CQ/
江苏卫视高清,http://183.207.248.71/cntv/live1/HD-2500k-1080P-jiangsustv/HD-2500k-1080P-jiangsustv
江苏卫视高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/jswshd/2300000/mnf.m3u8
浙江卫视高清,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225744/index.m3u8
浙江卫视高清,https://live.v1.mk/api/bestv.php?id=zjwshd8m/8000000
浙江卫视高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/zjwshd/2300000/mnf.m3u8
浙江卫视高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000295503.m3u8
浙江卫视高清,http://111.40.196.30/PLTV/88888888/224/3221225523/index.m3u8
浙江卫视高清,http://111.40.196.30/PLTV/88888888/224/3221225538/index.m3u8
浙江卫视高清,http://39.134.116.30:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视高清,http://39.135.46.246:6610/PLTV/77777777/224/3221225695/index.m3u8?hls
浙江卫视高清,http://183.207.248.71/cntv/live1/HD-2500k-1080P-zhejiangstv/HD-2500k-1080P-zhejiangstv
浙江卫视高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/zjwshd/2300000/mnf.m3u8
东方卫视高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8
东方卫视高清,https://live.v1.mk/api/bestv.php?id=dfwshd8m/8000000
东方卫视高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/hddfws/2300000/mnf.m3u8
东方卫视高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000292403.m3u8
东方卫视高清,http://111.40.196.30/PLTV/88888888/224/3221225542/index.m3u8
东方卫视高清,http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8
东方卫视高清,http://39.134.116.30:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视高清,http://39.134.165.31/live.gq.miguvideo.com/wd_r4/dfl/dongfangwshd/3000/index.m3u8?&encrypt=1
东方卫视高清,http://183.207.248.71/cntv/live1/HD-2500k-1080P-dongfangstv/HD-2500k-1080P-dongfangstv
东方卫视高清,http://223.110.242.152:6610/gitv/live1/G_DONGFANG-CQ/G_DONGFANG-CQ/
东方卫视高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/hddfws/2300000/mnf.m3u8
北京卫视高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225673/index.m3u8
北京卫视高清,https://live.v1.mk/api/bestv.php?id=bjwshd8m/8000000
北京卫视高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/bjwshd/2300000/mnf.m3u8
北京卫视高清,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000272103.m3u8
北京卫视高清,http://39.134.116.30:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视高清,http://39.135.46.246:6610/PLTV/77777777/224/3221225651/index.m3u8?hls
北京卫视高清,http://39.134.165.31/live.gq.miguvideo.com/ws_w/2018/bjws/bjws2000/2000/index.m3u8?&encrypt=1
北京卫视高清,http://223.110.244.200:6610/gitv/live1/G_BEIJING-CQ/G_BEIJING-CQ/
北京卫视高清,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/bjwshd/2300000/mnf.m3u8
深圳卫视高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225741/index.m3u8
